gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source
Female,32.0,Yes,3.0,4.0,7.0,5.0,1.0,2.0,62.468388501833545,Yes,Risk,,Wealth Creation,More than 5 years,Daily,,Equity,,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,36.0,Yes,2.0,,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Savings for Future,More than 5 years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,capital appreciation_err,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,26.0,Yes,4.0,3.0,5.0,69.93907056742995,2.0,1.0,6.0,,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Female,35.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,,Risk,Growth,Savings for Future,3-5 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
,33.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
Male,436.44818400172704,Yes,2.0,,7.0,6.0,3.0,,4.0,Yes,,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Public Provident Fund,,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,29.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
Male,28.0,Yes,3.0,4.0,6.0,5.0,45.92673072281554,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Female,26.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,20%-30%,Equity,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Male,26.0,,,3.0,7.0,5.0,,1.0,6.0,,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,436.44818400172704,Yes,4.0,46.38680213244817,2.0,69.93907056742995,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Mutual Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Female,35.0,Yes,5.0,4.0,3.0,2.0,7.0,1.0,62.468388501833545,Yes,Returns,,Returns,1-3 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,,fixed returns_err,Newspapers and Magazines
Male,23.0,Yes,,4.0,6.0,,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,,20%-30%,Equity,Health Care,Capital Appreciation,,Assured Returns,Risk Free,Newspapers and Magazines
Male,25.0,Yes,,4.0,7.0,69.93907056742995,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,Less than 1 year,Weekly,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,30.0,Yes,2.0,3.0,7.0,6.0,4.0,1.0,5.0,,,Growth,Savings for Future,More than 5 years,Daily,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Female,28.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,yes_err,Returns,capital appreciation_err,Wealth Creation,Less than 1 year,Daily,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,33.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,,Returns,Capital Appreciation,Wealth Creation,3-5 years,,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,33.0,Yes,1.0,3.0,7.0,4.0,5.0,2.0,6.0,,returns_err,Capital Appreciation,Wealth Creation,More than 5 years,Daily,20%-30%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
,436.44818400172704,Yes,4.0,3.0,,7.0,2.0,1.0,6.0,Yes,,Capital Appreciation,Wealth Creation,More than 5 years,weekly_err,20%-30%,,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,24.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,fixed returns_err,Newspapers and Magazines
Female,19.0,No,,2.0,3.0,4.0,,6.0,7.0,No,,Capital Appreciation,,Less than 1 year,Weekly,20%-30%,Mutual Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet
Male,31.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,27.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years_err,Daily,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,436.44818400172704,Yes,2.0,4.0,5.0,6.0,3.0,1.0,,,Risk,Capital Appreciation,,3-5 years,,20%-30%,Equity,Health Care,capital appreciation_err,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,23.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,returns_err,Capital Appreciation,Wealth Creation,Less than 1 year,,20%-30%,Public Provident Fund,,Dividend,Fund Diversification,Assured Returns,Fixed Returns,
Male,29.0,,2.0,,7.0,5.0,4.0,1.0,62.468388501833545,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,
Male,26.0,Yes,2.0,3.0,6.0,4.0,1.0,12.985754034654704,7.0,Yes,Returns,Capital Appreciation,Returns,3-5 years,Monthly,,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,
Female,29.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years_err,Daily,30%-40%,Equity,,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,financial consultants_err
Female,33.0,,3.0,4.0,7.0,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Monthly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,29.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,22.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,More than 5 years,Daily,20%-30%,Equity,,Dividend,Better Returns,,High Interest Rates,Financial Consultants
Male,28.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,26.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,34.0,Yes,2.0,,7.0,5.0,3.0,1.0,6.0,,Returns,Growth,Savings for Future,3-5 years,Daily,10%-20%,Fixed Deposits,Retirement Plan,capital appreciation_err,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,32.0,Yes,2.0,5.0,7.0,6.0,,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,daily_err,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,
Female,31.0,Yes,3.0,4.0,7.0,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,,Returns,Growth,Savings for Future,1-3 years,,30%-40%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,31.0,Yes,1.0,3.0,7.0,4.0,,2.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,29.0,Yes,2.0,4.0,7.0,6.0,3.0,,5.0,,Returns,Capital Appreciation,Wealth Creation,1-3 years,weekly_err,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,assured returns_err,Fixed Returns,Financial Consultants
,29.0,Yes,2.0,,6.0,4.0,1.0,5.0,7.0,Yes,Returns,Capital Appreciation,,Less than 1 year,Monthly,20%-30%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
,26.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,,Assured Returns,,Newspapers and Magazines
Male,,,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,,More than 5 years,,10%-20%,Equity,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,25.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,,less than 1 year_err,Weekly,20%-30%,Equity,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Female,32.0,Yes,1.0,46.38680213244817,5.0,3.0,7.0,6.0,4.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,safe investment_err,Fixed Returns,Newspapers and Magazines
Male,29.0,Yes,1.0,4.0,6.0,5.0,3.0,2.0,62.468388501833545,Yes,Risk,Growth,Wealth Creation,More than 5 years,Daily,10%-20%,,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,22.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,,Savings for Future,3-5 years,,30%-40%,Public Provident Fund,Health Care,,,Assured Returns,Risk Free,Financial Consultants
Male,436.44818400172704,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,,30%-40%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,,Financial Consultants
Female,21.0,Yes,4.0,3.0,2.0,69.93907056742995,5.0,6.0,7.0,No,,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Health Care,,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Male,27.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,,Weekly,20%-30%,Equity,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television
Female,25.0,yes_err,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,22.0,Yes,4.0,,2.0,1.0,5.0,,,No,Locking Period,Capital Appreciation,Wealth Creation,3-5 years,Daily,,Public Provident Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Male,28.0,Yes,2.0,3.0,6.0,5.0,1.0,12.985754034654704,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Equity,Retirement Plan,,Better Returns,Assured Returns,Risk Free,
Female,23.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,,1-3 years,Daily,30%-40%,Equity,Health Care,Dividend,Better Returns,Assured Returns,,Financial Consultants
Male,29.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,33.0,Yes,,4.0,,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,34.0,Yes,2.0,3.0,7.0,6.0,4.0,,5.0,Yes,Risk,growth_err,Savings for Future,3-5 years,Monthly,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,,Fixed Returns,Television
,26.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,29.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Monthly,,Mutual Fund,Health Care,Dividend,,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,28.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,Growth,Savings for Future,1-3 years,Weekly,20%-30%,Fixed Deposits,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,26.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Wealth Creation,1-3 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,34.0,Yes,1.0,3.0,7.0,4.0,5.0,2.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,,Fixed Returns,Newspapers and Magazines
Female,30.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Public Provident Fund,retirement plan_err,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,30.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,daily_err,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,25.0,Yes,3.0,2.0,7.0,4.0,45.92673072281554,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,26.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,growth_err,Savings for Future,3-5 years,Daily,30%-40%,Fixed Deposits,Health Care,Liquidity,Better Returns,,Risk Free,Financial Consultants
,,Yes,2.0,3.0,7.0,4.0,45.92673072281554,1.0,,Yes,,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,28.0,Yes,2.0,3.0,33.77904611212656,4.0,1.0,5.0,62.468388501833545,Yes,Returns,Capital Appreciation,Returns,Less than 1 year,Weekly,30%-40%,Public Provident Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Male,,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,20%-30%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,,Fixed Returns,Financial Consultants
Female,23.0,Yes,2.0,4.0,5.0,,3.0,12.985754034654704,7.0,,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,newspapers and magazines_err
Female,27.0,No,7.0,,4.0,6.0,3.0,1.0,2.0,No,Risk,capital appreciation_err,Wealth Creation,1-3 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Liquidity,Fund Diversification,,Risk Free,Internet
Male,33.0,Yes,,4.0,6.0,5.0,3.0,2.0,7.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,Daily,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,
Male,27.0,Yes,1.0,4.0,,5.0,3.0,2.0,7.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Monthly,10%-20%,,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,27.0,,2.0,4.0,5.0,,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,25.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,24.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,,Weekly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,27.0,Yes,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,Risk,growth_err,Wealth Creation,3-5 years,Daily,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,28.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,,3-5 years,weekly_err,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,,Yes,38.91517435062281,4.0,7.0,,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,
Male,26.0,,,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,29.0,Yes,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,,Growth,Wealth Creation,More than 5 years,Weekly,10%-20%,Mutual Fund,Health Care,Capital Appreciation,better returns_err,Assured Returns,fixed returns_err,Financial Consultants
,23.0,Yes,3.0,4.0,6.0,,1.0,2.0,7.0,Yes,Risk,capital appreciation_err,Wealth Creation,3-5 years,Daily,30%-40%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,risk free_err,Newspapers and Magazines
,27.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Mutual Fund,Retirement Plan,capital appreciation_err,Better Returns,Assured Returns,Risk Free,Financial Consultants
nan_err,27.0,Yes,5.0,4.0,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,More than 5 years,,30%-40%,Equity,Health Care,capital appreciation_err,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,27.0,Yes,3.0,6.0,4.0,2.0,,1.0,7.0,Yes,Returns,Capital Appreciation,,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
Male,24.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,,,Capital Appreciation,Better Returns,Assured Returns,,Financial Consultants
Female,32.0,Yes,2.0,,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,25.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,20%-30%,Equity,Health Care,,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,27.0,,2.0,1.0,3.0,,4.0,5.0,7.0,No,Returns,Income,wealth creation_err,1-3 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,
Male,436.44818400172704,Yes,2.0,,3.0,7.0,6.0,4.0,62.468388501833545,Yes,Returns,Income,Wealth Creation,More than 5 years,Daily,30%-40%,,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet
Male,436.44818400172704,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,yes_err,Returns,Growth,Wealth Creation,1-3 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,30.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,6.0,Yes,Returns,Capital Appreciation,wealth creation_err,,Daily,20%-30%,Public Provident Fund,Retirement Plan,Dividend,,Safe Investment,Fixed Returns,Financial Consultants
Female,436.44818400172704,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Public Provident Fund,,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,436.44818400172704,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,,Less than 1 year,Daily,10%-20%,Public Provident Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
